PCA0;PCA1;PCA2;PCA3;PCA4;PCA5;PCA6;PCA7;PCA8;PCA9;PCA10;PCA11;PCA12;PCA13;PCA14;PCA15;PCA16;PCA17;PCA18;PCA19;PCA20;PCA21;PCA22;PCA23;PCA24;PCA25;PCA26;PCA27;PCA28;PCA29;PCA30;PCA31;PCA32;PCA33;PCA34;PCA35;PCA36;PCA37;PCA38;PCA39;PCA40;PCA41;PCA42;PCA43;PCA44;PCA45;PCA46;PCA47;PCA48;PCA49;PCA50;PCA51;PCA52;PCA53;PCA54;PCA55;PCA56;PCA57;PCA58;PCA59;PCA60;PCA61;PCA62;PCA63;PCA64;PCA65;PCA66;PCA67;PCA68;PCA69;PCA70;PCA71;PCA72;PCA73;PCA74;PCA75;PCA76;pKd
0,746127236;3,054627277;-0,394173528;-1,735753776;3,245931765;-8,573537599;-1,692141529;-1,545754633;1,263463862;6,167129857;-7,006746282;1,831925324;5,637774112;-3,122690246;9,313785422;3,816175442;6,026927768;-0,083392799;0,394158813;-2,163185427;-6,665982144;0,16566554;1,050579617;-1,323718;0,462718391;-0,723913349;3,148070689;4,075886982;0,137939081;1,932630254;-0,672426412;1,836597118;-0,668003268;-0,523300907;2,803763465;-0,743274942;1,717557241;-0,440509274;-2,042624717;-2,089879001;1,469280048;0,428901784;0,517963177;0,678921567;-1,561954124;0,452776674;0,225098453;0,773819707;-2,509317016;-2,835070612;1,332328862;-1,012255691;-1,805556699;0,627554341;-0,181109735;1,935567152;1,38378149;-0,168400058;-2,461060502;-3,270136008;1,128677777;-1,549956016;0,619187252;-0,313934496;-1,346616658;1,635225952;-0,820659067;-0,482974298;-0,974428403;-2,238287504;1,886610832;-0,569503786;1,154364633;0,435085899;0,41943116;2,06491643;0,269176014;6.013228265733755
-6,007292796;4,277233255;-0,423628242;-2,728473407;-0,29581476;0,060651754;-1,277169768;0,982070536;9,840606759;12,57935516;9,214773277;-0,787518066;0,041124197;0,352731132;1,095645257;0,003372653;-1,651658429;0,839504975;-1,384033927;-0,671332456;0,927539426;-2,348190406;1,046566834;-0,934121021;-2,314518848;0,479723439;-1,335813377;-0,390500915;0,978123958;0,12234497;-1,746398915;-1,20103995;-2,02675684;0,777999164;0,041502881;-0,041448122;-2,182143712;0,681302688;-3,109485341;2,951315726;-1,966614574;0,119143258;0,278179926;-3,999354768;-3,271648542;-0,117054361;0,397397755;3,971805905;-1,007823798;-1,077795361;-6,432353079;-2,928699973;3,192510984;3,49153076;-0,047712094;-0,901715765;0,093152324;-1,175127611;1,028484833;-1,919352223;-1,09517277;0,384812846;-1,165071038;1,715393748;0,870072263;-1,58006767;0,485522345;-0,161087243;-2,083017781;0,333050185;0,533461126;1,308851534;-0,295343257;-1,221024424;-0,053609745;-0,257058218;-1,838267826;6.978810700930063
6,479282847;0,133341874;-2,865955773;-1,245825081;-5,656003589;0,831526442;-0,567684899;1,875802301;0,428343381;2,610272637;-3,813499936;0,212129771;2,361162933;-1,161649099;6,223241049;-0,827481226;-0,876982278;-1,211400367;-1,07578826;0,642934475;1,788652611;-2,884004647;-0,309671165;1,918906765;1,502228556;-1,585795983;1,352607468;1,049626826;-0,788054886;-3,196131022;-2,785702984;0,726010528;0,288636423;-0,029917128;0,249093101;2,190536781;-0,209012935;0,995043697;3,045796002;0,589245759;-0,927735299;0,829817599;-1,694608531;-0,17118873;0,964507457;0,168203219;0,001432114;-0,031028255;0,490075924;0,225678799;-0,382661439;0,280305866;1,257653465;1,441323572;0,055180527;-0,138396158;-1,032270694;-1,306437618;-0,927804204;1,630383691;1,040877047;0,634154544;1,88886809;0,674280897;-0,872993834;-0,877463731;1,058571844;0,17100724;1,549988412;0,977259752;-1,061302292;-0,142373562;0,630561655;0,228410476;0,951282369;0,423055658;0,100686725;5.096910013008057
13,80965938;-7,215825902;-2,33794125;-4,089187607;1,375431468;-2,633787921;5,307826561;0,777287121;-1,53096676;0,624994429;-0,181235342;-3,708031701;-1,39942376;-0,66739052;-0,287444495;-0,483441263;-0,941722301;-0,187650942;0,687704407;3,178800457;1,037569113;-0,686775889;-0,073795829;-0,699911664;0,223925278;-0,966842673;0,288021947;-0,298222944;0,199045481;-1,256523146;-1,392558239;2,654226266;0,271059651;0,738959898;1,224150803;2,644022417;0,219207945;1,802866273;1,526682556;1,265159744;-0,675805925;-0,198829916;-0,090699659;-0,182798841;0,588936497;0,797165178;-0,142991474;0,432575609;0,679506304;-0,187828931;-0,951692678;2,42156946;0,407502996;-0,599342902;0,186228647;1,068694563;-0,970123672;-1,89595544;-0,736250556;-0,966037407;0,544793345;-0,725667303;-0,231047199;1,553163415;-0,880269266;0,179422424;0,845524048;0,300063691;0,542825491;0,173381524;-1,309164716;0,106017652;1,962868985;1,388860208;1,871247009;-1,296234782;-0,504430943;5.017728766960432
-10,20351369;3,992477839;-0,505281437;0,31717514;-1,291957283;-1,847750548;-0,924303138;3,733091562;0,108123108;0,827630315;-0,545282647;0,535974779;-0,335087784;-1,433787584;-0,727929821;0,658275242;-0,456564237;0,49678943;0,04371099;-1,3345886;1,03655187;-1,025197354;0,801561407;-0,523236617;-1,866718936;0,87006593;-0,429241851;-1,734336176;-2,039964249;0,629027667;0,838432513;0,935462906;0,272612443;0,22932547;0,812878726;-0,692543698;-0,363704093;0,254078246;-0,213733872;-0,086145441;0,407730287;0,140561358;-0,067129824;0,297226942;0,095304937;-0,018233532;-0,500014247;-0,540628287;-0,774163989;-0,526572235;-0,313035521;-0,464513913;-0,170849253;-0,371249081;-0,583021705;-0,135961727;-0,008503647;0,465774463;0,361056474;-1,058007212;-0,138130319;0,793151133;1,230047094;-0,260934907;-0,062215757;-1,466674108;-0,977919234;-0,555338708;-0,384633766;0,123427169;-0,013397341;0,603186782;0,823311872;0,227978627;-0,572127428;-0,802072558;-0,28304062;6.301029995663981
-11,58410837;6,696647006;-2,39256905;0,392944829;0,825086113;-1,728731552;-0,765815571;1,086673354;2,201396811;0,206991071;-1,163451379;-0,185489424;2,783082161;2,900843811;-1,18576742;-2,093955245;2,890458606;-2,356538673;-0,173241931;5,709523715;-2,625811779;-3,523524805;-0,781317692;-4,520282584;-0,669907796;0,636384367;4,23362129;2,264520024;0,108391805;-3,089823078;5,047030871;5,219647914;-1,550751547;0,126678187;0,091167843;-0,096763532;-1,055838863;-1,551642812;-1,703309795;-0,766243674;0,897976258;0,850233354;-1,952526821;-2,179834906;-0,220698647;-2,031872177;1,321364936;-0,401095304;-0,129280985;1,828729221;2,032640778;-0,501880367;-1,359406973;0,748590154;0,215063409;-1,09133173;1,425167569;1,171731202;-0,228499063;0,022207719;0,977853171;1,754841826;0,519162883;-0,101986683;-0,556601553;2,887474507;-5,018359135;0,672549777;-1,75975027;3,305632471;-1,124968825;2,386507717;1,210267471;-2,489276825;2,828945911;2,817563052;-0,383178827;7.0
2,960835053;5,834838306;5,650329162;-7,070458643;9,813945712;-1,122176939;-1,782344448;-1,373647239;2,570385197;-2,603980994;0,092090518;-0,27584031;4,062610858;5,137416346;-2,140155283;-4,122686822;-0,935748525;-4,433205035;-0,65161959;5,994675722;1,62571942;-7,861112437;-1,847122672;-7,689653362;-3,108951823;2,420707596;-0,112818754;5,073544444;2,478204459;-7,011933408;10,21583454;4,661932654;-1,578786898;-1,06998586;0,679412603;1,913036141;-0,112854631;-2,382630182;0,309461558;-3,081498043;1,352687901;2,291793926;-4,496378859;-2,749324726;-1,422107893;-1,614803644;0,098245558;0,803192943;-1,918111047;3,428115864;4,366933977;-0,583671784;-1,579712729;4,357336552;-1,817740162;-3,278317897;2,196927283;1,664760993;-2,137209386;0,644944207;0,558316005;0,919317225;0,087707165;0,787634693;-0,132931935;1,48133642;-6,264850107;1,294824775;-2,333072543;3,291714169;-2,24444056;2,316018047;1,756192222;-0,513200255;1,150498755;0,85840219;-0,730034046;6.705533773838407
3,250148601;6,649983446;-6,830118115;0,44242543;-3,453164533;-1,763107409;-2,620636548;5,987707966;2,714372679;1,789612175;-2,526049356;1,201051832;0,343521653;-0,372500196;-1,14520802;-0,833498012;-1,45014573;-1,277455455;0,210638054;-0,323631938;3,185244029;-0,089147631;-2,462090544;-1,595647302;-0,350226036;1,664845165;-0,493736429;-1,57410357;-5,223418808;0,18499563;-1,437734698;2,074690285;-0,907068291;2,83461882;2,151360218;-0,416576516;-0,087682669;-1,304440503;0,493966062;-1,701458109;-0,592692839;0,084988101;-2,736083691;-0,250455223;1,566086471;-2,408649352;0,960692405;-0,591302944;-0,629442382;-0,833555658;-1,288408731;0,580120941;-0,40154274;-1,369971176;1,360505291;0,589231185;0,299989394;0,08023701;0,65390448;0,231714667;-0,318935658;0,386875166;-0,47509453;-1,347826861;-0,15852765;0,948767604;-0,707090973;-0,09922132;-0,368156446;0,653006932;-0,187796002;0,282210657;-0,177677043;0,310457559;-0,156580094;0,474576143;0,504993325;7.251811972993798
-2,547438372;2,867018695;-3,417427214;2,711847047;-0,560880526;-0,867672306;1,589629558;-3,265020352;-2,041224988;0,254680851;0,759793241;-2,600436807;-2,409287057;1,732396871;2,275448518;-0,698638027;-0,281181707;-0,142437266;-0,390847833;0,550302661;-0,602034823;-0,404869884;-0,509665772;-1,617170922;-0,456661394;1,242835921;-1,278992652;0,462800557;0,089184184;-0,581611543;0,089974533;-0,998991959;1,015516613;1,083311067;0,656749993;-0,641926837;-0,318932707;0,319271758;-0,131550273;1,26247668;1,013531907;-0,353453386;1,165329322;0,217088076;0,245594184;-1,11406687;-0,885803833;-0,960085887;-1,984880076;-0,532989648;0,347094823;0,793375457;0,205990275;-0,347934816;-0,78063142;-0,380435259;-0,442181794;-1,214831699;1,13122299;0,137435057;-1,106528191;0,062744164;-1,864894639;1,091659335;0,018072877;-0,376250276;-0,840429044;-0,678257719;-2,327733377;-1,654951941;0,80125818;-1,433434198;-0,700013663;2,931547685;0,48274285;-0,647503218;0,367647285;5.481486060122113
-1,460217915;1,834588333;2,874741646;4,529318063;-0,428174308;-1,586168364;0,821727072;1,592692621;1,489398783;1,635495692;-1,868913322;0,79624464;1,818238576;-2,773842258;-2,169153666;-6,829324327;1,698682939;1,726495151;-1,460089412;2,948719774;-2,416941567;-0,266258173;-1,864416193;1,548984401;-3,197981627;0,774466023;0,968229526;0,881316917;0,137296244;-2,404596978;-0,693600339;-0,258871356;1,834500202;1,02589243;-0,205111857;-1,567408285;-0,685853874;1,340154721;-3,556182869;1,464901959;0,341324083;0,190175554;2,182139527;1,672416032;1,951526797;1,290085073;1,909681134;-2,864866785;3,568497618;-3,661582558;0,433550455;-4,896307792;-0,226028015;-1,097351118;1,084114644;0,811619552;0,155342662;0,126000886;-1,01673139;2,345397293;0,225704102;0,065906813;1,156414059;0,048001033;-0,416533711;0,014358136;-0,368606057;-1,096177095;-1,033066227;0,120236953;-0,606157752;0,367567485;0,442629422;-0,544268216;0,223496965;-0,692989988;0,775063673;11.318758762624412
4,505518957;-6,009489458;4,94507455;-5,915085248;-0,474813566;3,52298073;1,574022108;-5,096946836;0,309446097;3,23292304;-4,494607266;3,260835773;-7,593545262;-1,464977734;-3,99213994;2,474330256;-0,174762191;2,693785677;-0,261384697;-1,270143889;-1,753949898;1,610472473;3,083267241;-1,741540019;0,299553563;2,216735031;-0,38177814;-0,668203224;1,03987002;1,291091991;2,073755088;0,194411293;2,125816825;-0,435950304;1,59748477;0,699132298;-0,046266975;-1,420875868;0,213051004;-0,706448455;1,873545224;-0,399179353;-1,372825094;-0,676550225;1,032275851;-3,312282612;1,115893623;-1,315509895;-0,970094727;-1,000802127;-1,430026896;-0,305545193;-2,077618733;1,428456909;-0,216854119;-0,634476017;-0,217264939;0,405022575;-0,648940662;-0,475317096;-1,044821723;-3,460824334;-0,204487187;-0,031688039;1,429428718;-0,777908807;2,704924509;1,503379406;-0,199136595;1,282161297;2,551570107;-1,051252042;-2,221798475;1,299908111;-0,310225637;0,40538591;-0,124464656;6.259637310505756
-7,192352542;-6,548957528;-0,743326894;3,455144022;2,140936685;-0,567503767;-2,380595016;0,503390897;2,898036252;-2,544230555;-0,340000309;0,242531234;-0,131320274;-3,625435061;-1,421827745;-7,531183042;0,55538913;1,973252353;-2,026153293;2,291338224;-0,60496983;0,703959696;-2,576019161;2,309188913;-2,084254318;-0,801903111;0,524814529;-0,047677909;-0,970362922;-3,504987373;-1,402572477;0,772572772;1,943512533;0,693999375;-1,250130715;0,250495664;0,419817079;0,6922394;-1,434624713;0,910571047;0,370237037;2,02994065;-0,562731168;0,159216915;0,65725273;2,504388781;2,602210892;-0,293170777;2,827565552;-3,352660258;0,499315109;-4,299132228;-0,270199188;0,154218392;-1,358467655;0,706805594;0,616367528;-0,238525553;-2,475393598;1,968829711;-0,591515592;0,039664163;0,802138551;0,101103744;0,819506327;0,353326378;1,038816999;0,759815577;0,234513698;-1,115472974;0,01797221;0,801618122;0,068578184;-0,446230138;0,810566571;-0,548681592;0,620825312;5.3979400086720375
-12,51730222;-2,481825204;-0,862794376;2,02610495;0,720555651;-1,855781623;-2,06595243;-1,334929454;1,180020057;-2,32367664;0,993100725;-0,379983229;0,249492682;-1,139555936;-1,056825081;-0,198793299;-0,483147813;0,328550863;-0,790597208;0,210217638;0,555242001;-2,717942329;1,420287948;0,723661697;1,368862788;-0,867580645;-0,092765438;0,235743012;0,800007428;-0,467941066;-0,178645489;0,293287362;0,352809981;0,243291453;-0,157420238;-0,356627773;1,345997429;0,52916757;-0,485401935;-0,157300374;0,28976383;0,165632398;0,09161234;0,571316448;0,262573435;-0,060248683;-0,334243967;0,704221887;-0,059105738;0,040758541;0,10989738;-1,282235636;-1,059686676;0,433149104;1,398798389;-0,506813204;-0,107786481;0,470815311;-0,305530221;0,329040705;-0,523355052;-0,011015194;0,191505055;0,218220095;0,133471679;0,346419452;0,206484155;1,142217208;-0,165341476;-0,173340022;0,099111446;0,396799769;-0,016026477;-0,224544249;0,21711709;-1,30445709;0,313783948;3.0268721464003017
-10,93621749;0,993122213;0,95563538;-1,131333055;-4,304708133;4,822691911;2,596711549;0,125653384;-1,878866206;1,701893688;-1,45979766;-3,769295786;2,943201385;-0,843819317;-1,919197667;-0,095144409;-0,849109244;0,798612585;-0,188088239;2,51293292;0,13884257;1,385084692;-1,052943488;0,228240071;-0,247867584;0,751052081;0,160571347;0,063239826;-0,604656298;1,959875547;0,365910458;-0,08229314;-1,618413012;-0,514588615;-1,193420871;-0,961424126;0,622688899;-0,528426413;-0,922767388;-0,693230636;-0,183442702;0,716291683;0,110384904;0,508130808;-0,843268807;0,660534557;-0,239049143;0,35932032;0,201699776;0,159159129;-0,112817109;-0,239952818;-0,634090745;-0,36763998;0,230800736;0,793666119;0,520278986;0,749790863;0,792413545;-0,363082061;0,801263147;0,58853952;0,205090079;0,887512069;-0,529355029;-0,014282444;0,066647476;0,456104837;-0,371599261;-0,382966359;0,339402126;0,36566689;-0,679636221;-0,266426547;-0,097303527;-0,486970353;-0,422339386;8.0
-0,788507749;-7,227844771;2,904790762;4,702059734;1,163695408;0,932362107;-1,759058488;-0,189895172;-1,344674914;1,341181088;0,143506177;-1,191655632;1,082676936;1,421225738;-1,06897154;7,071045563;-0,676008978;0,930023557;-2,493186808;4,654007645;-0,458305579;-2,784599289;0,162168001;4,533481568;-5,354948153;2,242801862;-0,689979463;-3,68128371;1,955875812;-3,660613805;-1,109728891;2,686994427;0,251647918;-3,226024179;1,882599503;-0,430621661;1,627323888;-4,248723813;3,777319118;-2,136288932;-0,047445473;-1,817609348;0,796623545;1,068086967;0,980045416;1,866313904;-1,288941954;1,248292039;-2,92541524;-0,321276068;-1,980734879;1,934017511;2,393560922;0,794763393;0,793437939;-1,185725917;-1,145760753;-1,063134768;-1,178239007;1,474028853;0,479204805;1,53785129;0,695288137;-1,406057876;-0,386536883;2,484793399;0,352174532;0,356978442;-1,651035515;-1,231828175;0,292503037;0,689445029;-0,45134115;0,761537984;0,945096259;0,038330947;-0,390213506;7.397940008672037
